,工作名称,公司名称,公司规模,公司性质,月薪,工作经验,招聘人数,最低学历,工作性质,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
7613,高级客户经理,华夏云卫(北京)技术有限公司 ,20-99人,民营,15000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
7614,客户代表+运营+市场+销售,北京动因体育科技有限公司 ,1000-9999人,民营,9000.5,1年以下,20,大专,全职,False,False,True,False,True,False,False,False,True
7615,客户经理,北京海科天地网络技术开发中心 ,1000-9999人,国企,7000.5,不限,1,大专,全职,False,False,True,True,True,False,False,False,False
7616,高级客户/销售经理,闳约深美（北京）装饰设计有限公司 ,20-99人,民营,12500.5,1-3年,4,大专,全职,True,False,True,False,False,False,False,False,False
7617,客户经理,北京市外商投资企业服务中心 ,100-499人,事业单位,5000.5,不限,2,不限,全职,False,False,False,False,False,False,False,False,False
7618,客户经理,北京外设天下电子商务有限公司 ,20-99人,民营,5000.5,不限,1,本科,全职,True,False,False,False,False,False,False,True,False
7619,客户经理,北京极客邦科技有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,False,True,True,False,False
7620,客户经理,北京容大友信科技有限公司 ,20-99人,民营,8000.0,不限,3,不限,全职,True,False,False,True,True,False,False,False,False
7621,客户经理,深圳市中旭企业管理股份有限公司北京咨询分公司 ,20-99人,民营,6000.0,不限,10,不限,全职,True,False,True,True,True,False,False,False,False
7622,客户经理,北京瑞瀚资产管理有限公司 ,20-99人,民营,6000.0,不限,3,大专,全职,True,False,True,True,False,True,True,False,False
7623,教育行业大客户经理,宏碁电脑（上海）有限公司 acer computer (shanghai)Ltd. ,500-999人,外商独资,12500.5,3-5年,1,本科,全职,True,False,True,False,False,False,False,True,False
7624,客户经理,北京力坚消防科技有限公司 ,20-99人,外商独资,7000.5,不限,1,大专,全职,True,False,False,True,True,True,True,False,False
7625,客户经理,北京必浩得知识产权代理有限公司 ,20-99人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,True,True,False,False,False
7626,接受18届实习生 销售储备干部,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,5,本科,全职,True,False,True,False,True,False,False,False,False
7627,私人高端理财顾问,北京源石创世财富资产管理有限公司 ,1000-9999人,上市公司,5000.5,1-3年,5,本科,全职,True,False,True,False,True,False,False,False,False
7628,客户经理,北京聚优世纪网络科技有限公司 ,20-99人,民营,5000.0,不限,3,大专,全职,True,False,True,True,False,True,False,False,False
7629,广告客户经理（SSP）,道有道(北京)科技股份有限公司 ,100-499人,上市公司,11500.0,1-3年,2,本科,全职,True,False,False,False,True,True,True,False,False
7630,客户经理,北京易成时代科技有限公司 ,100-499人,股份制企业,17500.5,1-3年,20,大专,全职,True,False,False,False,False,False,True,True,False
7631,客户经理（五险一金+双休）,高塔品牌顾问(北京)有限公司 ,100-499人,民营,7000.5,不限,1,不限,全职,True,False,False,False,False,True,True,False,False
7632,工程咨询客户经理,北京国融兴华工程项目管理有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,True,True,True,True,False,False,False
7633,客户经理,工汇(北京)科技有限公司 ,100-499人,民营,7000.5,不限,10,大专,全职,True,False,False,True,True,True,True,False,False
7634,项目经理,北京华融达科技有限公司 ,20-99人,民营,10000.0,1-3年,5,大专,全职,False,False,False,False,False,False,False,False,False
7635,客户经理,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,5,大专,全职,True,False,False,False,False,True,True,False,False
7636,市场开发经理,上唐海外工程有限公司 ,100-499人,民营,8000.0,1-3年,3,大专,全职,True,False,True,False,False,True,False,True,False
7637,业务经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,12500.5,1-3年,3,本科,全职,True,False,False,False,False,False,True,False,False
7638,1001客户经理,北京字节跳动科技有限公司 ,10000人以上,民营,9000.5,不限,5,大专,全职,False,False,False,False,True,True,False,False,False
7639,客户经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,7000.5,1-3年,1,本科,全职,True,False,False,True,False,True,True,False,False
7640,云计算大客户经理,北京环宇数通科技有限公司 ,100-499人,民营,9000.0,1-3年,5,大专,全职,False,False,False,True,True,True,True,False,False
7641,销售总监经理,北京安信卓越信息咨询有限公司 ,1000-9999人,民营,12500.5,3-5年,3,本科,全职,True,False,True,True,True,False,False,False,False
7642,客户经理,平安普惠信息服务有限公司北京丰台北路分公司 ,10000人以上,上市公司,25000.5,不限,2,大专,全职,False,False,False,False,True,False,False,False,False
7643,招商经理,北京易贝乐科技文化股份有限公司 ,100-499人,合资,17500.5,不限,1,不限,全职,True,False,False,False,True,True,False,False,False
7644,高级客户经理,北京恒远鑫达信息咨询有限公司第三分公司 ,1000-9999人,民营,7000.5,不限,10,不限,全职,True,False,False,True,False,False,False,False,False
7645,客户经理,北京安信卓越信息咨询有限公司 ,1000-9999人,民营,12500.5,1-3年,1,大专,全职,True,False,True,True,True,False,False,False,False
7646,商务经理,北京世玩互娱信息技术有限公司 ,20-99人,外商独资,12000.0,1-3年,10,本科,全职,True,False,False,True,False,True,False,False,False
7647,客户经理,北京华信博达管理顾问有限公司 ,100-499人,民营,6000.0,1-3年,10,本科,全职,False,False,False,False,False,False,False,False,False
7648,客户经理,北京瑞科润业信息科技有限公司 ,100-499人,民营,7000.5,3-5年,10,本科,全职,True,False,False,False,True,False,False,False,False
7649,客户经理,北京民生智库科技信息咨询有限公司 ,20-99人,民营,7000.0,1-3年,3,大专,全职,True,False,True,False,False,False,False,False,False
7650,客户经理,范德金智(北京)国际管理咨询有限公司 ,100-499人,股份制企业,10000.0,1-3年,2,大专,全职,True,False,False,True,False,False,False,False,False
7651,大客户经理,北京中嘉和信通信技术有限公司 ,20-99人,民营,9500.0,1-3年,5,大专,全职,True,False,False,True,False,True,False,False,False
7652,客户经理,北京瑞动信息咨询中心(有限合伙) ,20-99人,合资,17500.5,3-5年,10,大专,全职,True,False,False,True,False,False,False,False,False
7653,客户经理,星光物语(北京)电子商务有限公司 ,100-499人,民营,7500.0,1-3年,1,大专,全职,True,False,False,False,True,True,True,False,False
7654,客户经理,《中国企业家》杂志社 ,100-499人,国企,8500.0,3-5年,5,本科,全职,True,False,False,True,False,True,False,True,False
7655,客户经理市场销售,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,10,大专,全职,True,False,False,True,False,True,True,False,False
7656,资深客户经理,《中国企业家》杂志社 ,100-499人,国企,11000.0,5-10年,3,本科,全职,True,False,False,True,False,True,False,True,False
7657,高级客户经理,《中国企业家》杂志社 ,100-499人,国企,15000.0,5-10年,3,本科,全职,True,False,False,True,False,True,False,True,False
7658,客户经理,北京千山茶仓信息科技有限公司 ,20-99人,民营,10000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
7659,销售经理,心怡科技股份有限公司 ,10000人以上,民营,11500.0,不限,1,大专,全职,True,False,False,True,False,False,False,False,False
7660,IDC网络资源客户经理,北京华夏雅库网络科技股份有限公司 ,20-99人,股份制企业,10000.0,不限,12,大专,全职,True,False,False,False,True,False,True,False,False
7661,销售经理,北京易咖科技有限公司 ,20-99人,民营,12500.5,1-3年,50,本科,全职,True,False,False,True,True,False,False,False,True
7662,客户经理,北京互动百科网络技术股份有限公司 ,500-999人,上市公司,9000.0,不限,3,不限,全职,True,False,False,True,False,True,False,False,False
7663,客户经理,北京月亮湖投资担保有限公司 ,20-99人,民营,6500.0,不限,10,不限,全职,False,False,False,False,False,False,True,False,False
7664,中国人寿优才计划客户经理10-20万保底年薪,中国人寿保险股份有限公司北京市分公司朝阳金台北街营销服务部 ,10000人以上,上市公司,25000.5,不限,5,大专,全职,False,False,True,True,True,False,False,False,False
7665,市场经理,北京川盛天华投资咨询有限公司 ,500-999人,股份制企业,7000.5,不限,1,不限,全职,True,False,True,False,False,False,False,False,False
7666,我爱我家直聘店经理,北京爱家营企业管理有限公司百子湾分公司 ,10000人以上,股份制企业,17500.5,1-3年,8,大专,全职,True,False,True,False,False,False,False,False,False
7667,客户经理（AM）,北京中海智胜体育发展有限公司 ,20-99人,民营,9000.0,3-5年,4,大专,全职,True,False,True,False,True,True,False,True,False
7668,客户经理,北京华博信国际咨询有限公司 ,100-499人,民营,6000.0,1-3年,10,本科,全职,False,False,False,False,False,False,False,False,False
7669,客户经理,北京日益盛投资管理有限公司工体北路营业部 ,10000人以上,民营,9000.5,1-3年,3,大专,全职,True,False,True,True,False,False,False,False,False
7670,客户经理（中小学方向）,北京星光拓诚投资有限公司 ,100-499人,股份制企业,7000.5,3-5年,3,本科,全职,False,False,True,True,True,True,False,False,False
7671,大客户经理（企事业单位方向）,北京星光拓诚投资有限公司 ,100-499人,股份制企业,7000.5,3-5年,3,本科,全职,False,False,True,True,True,True,False,False,False
7672,客户经理,北京开心易购商贸有限公司 ,20-99人,民营,7000.5,1-3年,3,不限,全职,False,False,False,True,False,False,False,True,False
7673,高级客户经理,华夏云卫(北京)技术有限公司 ,20-99人,民营,15000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
7674,客户代表+运营+市场+销售,北京动因体育科技有限公司 ,1000-9999人,民营,9000.5,1年以下,20,大专,全职,False,False,True,False,True,False,False,False,True
7675,客户经理,北京海科天地网络技术开发中心 ,1000-9999人,国企,7000.5,不限,1,大专,全职,False,False,True,True,True,False,False,False,False
7676,高级客户/销售经理,闳约深美（北京）装饰设计有限公司 ,20-99人,民营,12500.5,1-3年,4,大专,全职,True,False,True,False,False,False,False,False,False
7677,客户经理,北京市外商投资企业服务中心 ,100-499人,事业单位,5000.5,不限,2,不限,全职,False,False,False,False,False,False,False,False,False
7678,客户经理,北京外设天下电子商务有限公司 ,20-99人,民营,5000.5,不限,1,本科,全职,True,False,False,False,False,False,False,True,False
7679,客户经理,北京极客邦科技有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,False,True,True,False,False
7680,客户经理,北京容大友信科技有限公司 ,20-99人,民营,8000.0,不限,3,不限,全职,True,False,False,True,True,False,False,False,False
7681,客户经理,深圳市中旭企业管理股份有限公司北京咨询分公司 ,20-99人,民营,6000.0,不限,10,不限,全职,True,False,True,True,True,False,False,False,False
7682,客户经理,北京瑞瀚资产管理有限公司 ,20-99人,民营,6000.0,不限,3,大专,全职,True,False,True,True,False,True,True,False,False
7683,教育行业大客户经理,宏碁电脑（上海）有限公司 acer computer (shanghai)Ltd. ,500-999人,外商独资,12500.5,3-5年,1,本科,全职,True,False,True,False,False,False,False,True,False
7684,客户经理,北京力坚消防科技有限公司 ,20-99人,外商独资,7000.5,不限,1,大专,全职,True,False,False,True,True,True,True,False,False
7685,客户经理,北京必浩得知识产权代理有限公司 ,20-99人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,True,True,False,False,False
7686,接受18届实习生 销售储备干部,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,5,本科,全职,True,False,True,False,True,False,False,False,False
